Bezug,Artikelnummer,Name_Suche,Datum,erfüllt,Benutzer,Lichtart,BA-Nr.,L*,a*,b*,"ΔL* ±1,5","Δa* ±0,40","Δb* ±0,40",ΔE*
,100005,Artikel Epsilon,27.06.2026 12:47,erfüllt,Mitarbeiter A,D45,BA-1001,"54,71","-0,03","3,8","-0,29","-0,03","-0,2","0,35"
,100015,Artikel Omikron,28.06.2026 04:36,erfüllt,Mitarbeiter D,D45,BA-1002,"55,96","-0,31","3,77","0,96","-0,31","-0,23","1,03"
,100023,Artikel Psi,29.06.2026 09:02,erfüllt,Mitarbeiter C,D45,BA-1003,"54,25","0,04","4,02","-0,75","0,04","0,02","0,75"
,100018,Artikel Sigma,29.06.2026 11:02,erfüllt,Mitarbeiter B,D45,BA-1004,"54,66","0,33","4,11","-0,34","0,33","0,11","0,49"
,100004,Artikel Delta,29.06.2026 18:39,erfüllt,Mitarbeiter B,D45,BA-1004,"54,1","-0,13","3,69","-0,9","-0,13","-0,31","0,96"
,100011,Artikel Lambda,30.06.2026 10:55,erfüllt,Mitarbeiter B,D45,BA-1004,"55,38","-0,26","4,22","0,38","-0,26","0,22","0,51"
,100014,Artikel Xi,01.07.2026 06:32,erfüllt,Mitarbeiter C,D45,BA-1003,"54,77","0,15","3,69","-0,23","0,15","-0,31","0,41"
,100018,Artikel Sigma,01.07.2026 10:51,erfüllt,Mitarbeiter C,D45,BA-1001,"54,29","0,16","3,8","-0,71","0,16","-0,2","0,75"
,100023,Artikel Psi,01.07.2026 14:32,erfüllt,Mitarbeiter C,D45,BA-1003,"55,38","-0,3","4,03","0,38","-0,3","0,03","0,49"
,100006,Artikel Zeta,01.07.2026 21:12,erfüllt,Mitarbeiter B,D45,BA-1002,"53,75","-0,21","3,81","-1,25","-0,21","-0,19","1,28"
,100015,Artikel Omikron,02.07.2026 13:58,nicht erfüllt,Mitarbeiter A,D45,BA-1003,"54,48","0,09","4,5","-0,52","0,09","0,5","0,73"
,100003,Artikel Gamma,02.07.2026 13:59,nicht erfüllt,Mitarbeiter B,D45,BA-1003,"54,37","-0,25","4,56","-0,63","-0,25","0,56","0,88"
,100011,Artikel Lambda,02.07.2026 22:49,erfüllt,Mitarbeiter C,D45,BA-1004,"54,17","-0,02","3,96","-0,83","-0,02","-0,04","0,83"
,100009,Artikel Iota,03.07.2026 01:08,erfüllt,Mitarbeiter A,D45,BA-1004,"55,77","-0,31","3,72","0,77","-0,31","-0,28","0,88"
,100020,Artikel Upsilon,03.07.2026 14:48,erfüllt,Mitarbeiter B,D45,BA-1003,"55,6","0,19","3,76","0,6","0,19","-0,24","0,67"
,100014,Artikel Xi,03.07.2026 19:12,erfüllt,Mitarbeiter B,D45,BA-1001,"55,58","-0,03","4,3","0,58","-0,03","0,3","0,65"
,100012,Artikel Mu,05.07.2026 16:30,erfüllt,Mitarbeiter B,D45,BA-1004,"55,5","-0,3","4,21","0,5","-0,3","0,21","0,62"
,100023,Artikel Psi,06.07.2026 03:54,erfüllt,Mitarbeiter D,D45,BA-1001,"54,8","-0,15","4,32","-0,2","-0,15","0,32","0,41"
,100020,Artikel Upsilon,06.07.2026 16:32,nicht erfüllt,Mitarbeiter B,D45,BA-1003,"55,97","-0,77","3,97","0,97","-0,77","-0,03","1,24"
,100011,Artikel Lambda,07.07.2026 05:38,erfüllt,Mitarbeiter B,D45,BA-1003,"56,15","0,03","3,88","1,15","0,03","-0,12","1,16"
,100004,Artikel Delta,09.07.2026 11:45,erfüllt,Mitarbeiter B,D45,BA-1002,"55,48","-0,07","4,17","0,48","-0,07","0,17","0,51"
,100011,Artikel Lambda,11.07.2026 07:08,erfüllt,Mitarbeiter B,D45,BA-1002,"53,76","0,32","4,26","-1,24","0,32","0,26","1,31"
,100013,Artikel Nu,13.07.2026 00:07,erfüllt,Mitarbeiter A,D45,BA-1001,"53,83","0,17","3,67","-1,17","0,17","-0,33","1,23"
,100004,Artikel Delta,13.07.2026 01:10,erfüllt,Mitarbeiter C,D45,BA-1003,"56,24","-0,01","4,04","1,24","-0,01","0,04","1,24"
,100010,Artikel Kappa,13.07.2026 03:47,nicht erfüllt,Mitarbeiter C,D45,BA-1003,"54,66","0,04","3,24","-0,34","0,04","-0,76","0,83"
,100010,Artikel Kappa,13.07.2026 21:13,erfüllt,Mitarbeiter B,D45,BA-1004,"56,23","0,13","4,1","1,23","0,13","0,1","1,24"
,100020,Artikel Upsilon,14.07.2026 06:45,erfüllt,Mitarbeiter C,D45,BA-1003,"54,89","0,3","3,81","-0,11","0,3","-0,19","0,37"
,100011,Artikel Lambda,14.07.2026 07:28,erfüllt,Mitarbeiter A,D45,BA-1003,"56,03","-0,1","4,22","1,03","-0,1","0,22","1,06"
,100021,Artikel Phi,14.07.2026 09:58,erfüllt,Mitarbeiter A,D45,BA-1002,"54,12","0,01","3,96","-0,88","0,01","-0,04","0,88"
,100008,Artikel Theta,14.07.2026 11:05,erfüllt,Mitarbeiter A,D45,BA-1001,"53,75","0,1","3,8","-1,25","0,1","-0,2","1,27"
,100019,Artikel Tau,14.07.2026 19:11,erfüllt,Mitarbeiter C,D45,BA-1003,"53,73","0,07","4,34","-1,27","0,07","0,34","1,32"
,100013,Artikel Nu,16.07.2026 14:29,erfüllt,Mitarbeiter A,D45,BA-1002,"53,78","-0,08","4,06","-1,22","-0,08","0,06","1,22"
,100002,Artikel Beta,16.07.2026 15:42,erfüllt,Mitarbeiter A,D45,BA-1003,"53,92","-0,05","4,22","-1,08","-0,05","0,22","1,1"
,100005,Artikel Epsilon,16.07.2026 15:48,nicht erfüllt,Mitarbeiter C,D45,BA-1001,"56,89","0,04","3,9","1,89","0,04","-0,1","1,89"
,100022,Artikel Chi,17.07.2026 01:22,erfüllt,Mitarbeiter B,D45,BA-1003,"55,21","-0,03","4,22","0,21","-0,03","0,22","0,31"
,100008,Artikel Theta,17.07.2026 23:52,erfüllt,Mitarbeiter B,D45,BA-1001,"55,31","-0,03","3,67","0,31","-0,03","-0,33","0,45"
,100021,Artikel Phi,20.07.2026 08:52,erfüllt,Mitarbeiter A,D45,BA-1004,"54,68","-0,24","3,82","-0,32","-0,24","-0,18","0,44"
,100015,Artikel Omikron,21.07.2026 04:31,erfüllt,Mitarbeiter C,D45,BA-1003,"55,82","-0,15","3,94","0,82","-0,15","-0,06","0,84"
,100001,Artikel Alpha,21.07.2026 16:11,nicht erfüllt,Mitarbeiter A,D45,BA-1002,"57,07","0,06","4,28","2,07","0,06","0,28","2,09"
,100004,Artikel Delta,21.07.2026 22:37,erfüllt,Mitarbeiter D,D45,BA-1002,"54,68","-0,29","3,94","-0,32","-0,29","-0,06","0,44"
,100003,Artikel Gamma,22.07.2026 06:07,erfüllt,Mitarbeiter C,D45,BA-1002,"54,9","-0,07","3,98","-0,1","-0,07","-0,02","0,12"
,100025,Artikel Nova,23.07.2026 08:56,nicht erfüllt,Mitarbeiter A,D45,BA-1004,"55,85","-0,06","3,54","0,85","-0,06","-0,46","0,97"
,100006,Artikel Zeta,24.07.2026 15:52,erfüllt,Mitarbeiter A,D45,BA-1001,"55,98","-0,12","3,77","0,98","-0,12","-0,23","1,01"
,100004,Artikel Delta,25.07.2026 05:27,erfüllt,Mitarbeiter C,D45,BA-1003,"54,19","0,13","4,17","-0,81","0,13","0,17","0,84"
,100002,Artikel Beta,25.07.2026 20:31,nicht erfüllt,Mitarbeiter C,D45,BA-1001,"53,3","0,1","3,94","-1,7","0,1","-0,06","1,7"
,100005,Artikel Epsilon,25.07.2026 22:26,erfüllt,Mitarbeiter B,D45,BA-1001,"55,54","-0,06","4,29","0,54","-0,06","0,29","0,62"
,100013,Artikel Nu,26.07.2026 07:41,erfüllt,Mitarbeiter A,D45,BA-1004,"54,05","0,11","4,27","-0,95","0,11","0,27","0,99"
,100015,Artikel Omikron,26.07.2026 13:55,erfüllt,Mitarbeiter D,D45,BA-1002,"54,97","0,03","4,12","-0,03","0,03","0,12","0,13"
,100015,Artikel Omikron,26.07.2026 14:24,erfüllt,Mitarbeiter D,D45,BA-1001,"55,44","0,06","4,08","0,44","0,06","0,08","0,45"
,100025,Artikel Nova,27.07.2026 00:35,erfüllt,Mitarbeiter D,D45,BA-1003,"53,89","-0,15","3,9","-1,11","-0,15","-0,1","1,12"
,100005,Artikel Epsilon,27.07.2026 10:47,erfüllt,Mitarbeiter B,D45,BA-1002,"54,28","0,15","4,21","-0,72","0,15","0,21","0,76"
,100001,Artikel Alpha,27.07.2026 19:02,erfüllt,Mitarbeiter D,D45,BA-1003,"55,7","0,11","4,27","0,7","0,11","0,27","0,76"
,100025,Artikel Nova,28.07.2026 03:16,erfüllt,Mitarbeiter D,D45,BA-1001,"55,34","-0,22","3,91","0,34","-0,22","-0,09","0,41"
,100022,Artikel Chi,29.07.2026 13:23,erfüllt,Mitarbeiter A,D45,BA-1002,"55,61","0,18","4,03","0,61","0,18","0,03","0,64"
,100003,Artikel Gamma,29.07.2026 19:00,erfüllt,Mitarbeiter B,D45,BA-1003,"53,8","0,19","4,24","-1,2","0,19","0,24","1,24"
,100017,Artikel Rho,30.07.2026 08:04,erfüllt,Mitarbeiter C,D45,BA-1004,"54,66","0,28","4,11","-0,34","0,28","0,11","0,45"
,100018,Artikel Sigma,30.07.2026 21:16,erfüllt,Mitarbeiter C,D45,BA-1003,"54,38","-0,28","3,88","-0,62","-0,28","-0,12","0,69"
,100020,Artikel Upsilon,01.08.2026 00:43,erfüllt,Mitarbeiter C,D45,BA-1002,"55,67","-0,18","3,9","0,67","-0,18","-0,1","0,7"
,100011,Artikel Lambda,01.08.2026 01:59,erfüllt,Mitarbeiter C,D45,BA-1001,"54,41","0,2","3,81","-0,59","0,2","-0,19","0,65"
,100025,Artikel Nova,01.08.2026 07:04,erfüllt,Mitarbeiter C,D45,BA-1002,"54,39","-0,12","4,04","-0,61","-0,12","0,04","0,62"
,100001,Artikel Alpha,01.08.2026 17:14,erfüllt,Mitarbeiter B,D45,BA-1002,"55,58","0,12","3,9","0,58","0,12","-0,1","0,6"
,100014,Artikel Xi,03.08.2026 11:08,erfüllt,Mitarbeiter B,D45,BA-1001,"53,99","0,1","3,87","-1,01","0,1","-0,13","1,02"
,100007,Artikel Eta,03.08.2026 21:37,erfüllt,Mitarbeiter B,D45,BA-1001,"55,7","-0,31","4,07","0,7","-0,31","0,07","0,77"
,100001,Artikel Alpha,04.08.2026 00:26,nicht erfüllt,Mitarbeiter D,D45,BA-1001,"55,88","-0,25","4,61","0,88","-0,25","0,61","1,1"
,100005,Artikel Epsilon,04.08.2026 03:25,erfüllt,Mitarbeiter C,D45,BA-1002,"55,36","0,07","4,1","0,36","0,07","0,1","0,38"
,100010,Artikel Kappa,04.08.2026 06:47,nicht erfüllt,Mitarbeiter B,D45,BA-1003,"55,57","0,55","3,83","0,57","0,55","-0,17","0,81"
,100005,Artikel Epsilon,04.08.2026 17:13,nicht erfüllt,Mitarbeiter C,D45,BA-1003,"54,44","0,79","4,32","-0,56","0,79","0,32","1,02"
,100023,Artikel Psi,04.08.2026 20:37,erfüllt,Mitarbeiter A,D45,BA-1001,"54,98","-0,32","4,29","-0,02","-0,32","0,29","0,43"
,100002,Artikel Beta,04.08.2026 22:15,erfüllt,Mitarbeiter A,D45,BA-1004,"54,12","-0,09","3,7","-0,88","-0,09","-0,3","0,93"
,100019,Artikel Tau,05.08.2026 14:56,erfüllt,Mitarbeiter B,D45,BA-1004,"54,53","-0,01","4,19","-0,47","-0,01","0,19","0,51"
,100007,Artikel Eta,05.08.2026 19:37,erfüllt,Mitarbeiter C,D45,BA-1003,"54,87","-0,02","3,85","-0,13","-0,02","-0,15","0,2"
,100024,Artikel Omega,06.08.2026 03:31,erfüllt,Mitarbeiter C,D45,BA-1002,"54,18","0,17","3,88","-0,82","0,17","-0,12","0,85"
,100021,Artikel Phi,06.08.2026 16:32,nicht erfüllt,Mitarbeiter B,D45,BA-1004,"53,71","-0,52","4,27","-1,29","-0,52","0,27","1,42"
,100001,Artikel Alpha,07.08.2026 11:04,erfüllt,Mitarbeiter C,D45,BA-1004,"55,22","-0,06","3,79","0,22","-0,06","-0,21","0,31"
,100017,Artikel Rho,08.08.2026 13:09,erfüllt,Mitarbeiter D,D45,BA-1003,"54,17","-0,3","4,06","-0,83","-0,3","0,06","0,88"
,100004,Artikel Delta,08.08.2026 19:03,nicht erfüllt,Mitarbeiter B,D45,BA-1004,"53,09","-0,2","3,8","-1,91","-0,2","-0,2","1,93"
,100004,Artikel Delta,09.08.2026 00:53,nicht erfüllt,Mitarbeiter A,D45,BA-1001,"52,84","0,12","3,96","-2,16","0,12","-0,04","2,16"
,100011,Artikel Lambda,09.08.2026 04:06,erfüllt,Mitarbeiter C,D45,BA-1004,"54,28","-0,26","4,34","-0,72","-0,26","0,34","0,84"
,100003,Artikel Gamma,09.08.2026 04:38,erfüllt,Mitarbeiter D,D45,BA-1002,"54,04","0,12","3,93","-0,96","0,12","-0,07","0,97"
,100006,Artikel Zeta,09.08.2026 16:34,erfüllt,Mitarbeiter D,D45,BA-1002,"53,96","-0,2","3,9","-1,04","-0,2","-0,1","1,06"
,100020,Artikel Upsilon,10.08.2026 05:09,erfüllt,Mitarbeiter B,D45,BA-1002,"55,04","0,29","4,09","0,04","0,29","0,09","0,31"
,100012,Artikel Mu,10.08.2026 05:25,nicht erfüllt,Mitarbeiter A,D45,BA-1003,"54,59","-0,51","4,07","-0,41","-0,51","0,07","0,66"
,100019,Artikel Tau,10.08.2026 12:28,erfüllt,Mitarbeiter D,D45,BA-1003,"55,67","-0,28","4,04","0,67","-0,28","0,04","0,73"
,100016,Artikel Pi,11.08.2026 01:19,erfüllt,Mitarbeiter A,D45,BA-1001,"55,34","0,18","4,12","0,34","0,18","0,12","0,4"
,100011,Artikel Lambda,11.08.2026 07:56,erfüllt,Mitarbeiter B,D45,BA-1001,"54,2","0,15","3,96","-0,8","0,15","-0,04","0,81"
,100016,Artikel Pi,12.08.2026 01:50,erfüllt,Mitarbeiter A,D45,BA-1004,"54,16","0,1","4,32","-0,84","0,1","0,32","0,9"
,100002,Artikel Beta,12.08.2026 02:38,nicht erfüllt,Mitarbeiter B,D45,BA-1004,"56,97","-0,16","4,07","1,97","-0,16","0,07","1,98"
,100001,Artikel Alpha,13.08.2026 06:19,erfüllt,Mitarbeiter A,D45,BA-1003,"54,02","-0,19","3,97","-0,98","-0,19","-0,03",1
,100014,Artikel Xi,13.08.2026 22:16,erfüllt,Mitarbeiter D,D45,BA-1003,"55,39","-0,02","3,85","0,39","-0,02","-0,15","0,42"
,100012,Artikel Mu,14.08.2026 16:55,erfüllt,Mitarbeiter A,D45,BA-1001,"55,67","-0,07","3,74","0,67","-0,07","-0,26","0,72"
,100023,Artikel Psi,15.08.2026 00:02,erfüllt,Mitarbeiter B,D45,BA-1001,"55,19","0,02","4,15","0,19","0,02","0,15","0,24"
,100004,Artikel Delta,15.08.2026 02:33,erfüllt,Mitarbeiter B,D45,BA-1004,"55,08","0,23","4,03","0,08","0,23","0,03","0,25"
,100011,Artikel Lambda,15.08.2026 17:59,erfüllt,Mitarbeiter B,D45,BA-1004,"53,98","-0,21","3,92","-1,02","-0,21","-0,08","1,04"
,100014,Artikel Xi,16.08.2026 12:53,erfüllt,Mitarbeiter A,D45,BA-1003,"56,23","-0,25","4,01","1,23","-0,25","0,01","1,26"
,100001,Artikel Alpha,17.08.2026 06:25,erfüllt,Mitarbeiter A,D45,BA-1001,"54,82","0,06","4,03","-0,18","0,06","0,03","0,19"
,100021,Artikel Phi,18.08.2026 09:42,erfüllt,Mitarbeiter D,D45,BA-1004,"54,24","-0,02","3,69","-0,76","-0,02","-0,31","0,82"
,100010,Artikel Kappa,18.08.2026 21:38,erfüllt,Mitarbeiter B,D45,BA-1002,"55,75","0,22","3,71","0,75","0,22","-0,29","0,83"
,100016,Artikel Pi,19.08.2026 13:48,erfüllt,Mitarbeiter D,D45,BA-1003,"55,19","-0,28","3,68","0,19","-0,28","-0,32","0,47"
,100013,Artikel Nu,19.08.2026 23:56,erfüllt,Mitarbeiter A,D45,BA-1004,"54,21","0,17","4,25","-0,79","0,17","0,25","0,85"
,100013,Artikel Nu,20.08.2026 20:35,erfüllt,Mitarbeiter A,D45,BA-1003,"55,55","-0,24","3,73","0,55","-0,24","-0,27","0,66"
,100010,Artikel Kappa,20.08.2026 23:23,erfüllt,Mitarbeiter D,D45,BA-1004,"53,81","0,08","4,32","-1,19","0,08","0,32","1,23"
,100022,Artikel Chi,22.08.2026 07:13,erfüllt,Mitarbeiter A,D45,BA-1004,"54,94","-0,05","4,09","-0,06","-0,05","0,09","0,12"
,100006,Artikel Zeta,22.08.2026 09:32,erfüllt,Mitarbeiter D,D45,BA-1004,"53,93","-0,02","3,89","-1,07","-0,02","-0,11","1,08"
,100018,Artikel Sigma,22.08.2026 20:05,nicht erfüllt,Mitarbeiter B,D45,BA-1001,"54,52","0,12","4,56","-0,48","0,12","0,56","0,75"
,100013,Artikel Nu,24.08.2026 15:52,erfüllt,Mitarbeiter B,D45,BA-1001,"56,28","0,01","4,3","1,28","0,01","0,3","1,31"
,100010,Artikel Kappa,25.08.2026 03:20,erfüllt,Mitarbeiter A,D45,BA-1003,"55,13","-0,04","3,79","0,13","-0,04","-0,21","0,25"
,100025,Artikel Nova,25.08.2026 10:38,nicht erfüllt,Mitarbeiter C,D45,BA-1003,"54,52","-0,63","3,78","-0,48","-0,63","-0,22","0,82"
,100004,Artikel Delta,27.08.2026 09:25,erfüllt,Mitarbeiter B,D45,BA-1002,"53,81","0,23","3,93","-1,19","0,23","-0,07","1,21"
,100015,Artikel Omikron,28.08.2026 01:11,erfüllt,Mitarbeiter C,D45,BA-1004,"54,32","0,09","4,08","-0,68","0,09","0,08","0,69"
,100010,Artikel Kappa,29.08.2026 02:27,nicht erfüllt,Mitarbeiter C,D45,BA-1003,"53,43","-0,14","4,24","-1,57","-0,14","0,24","1,59"
,100021,Artikel Phi,29.08.2026 09:02,erfüllt,Mitarbeiter B,D45,BA-1001,"55,08",0,"3,79","0,08",0,"-0,21","0,22"
,100014,Artikel Xi,30.08.2026 08:40,erfüllt,Mitarbeiter B,D45,BA-1002,"55,22","-0,19","3,81","0,22","-0,19","-0,19","0,35"
,100003,Artikel Gamma,30.08.2026 19:07,erfüllt,Mitarbeiter B,D45,BA-1001,"56,03","0,21","4,26","1,03","0,21","0,26","1,08"
,100012,Artikel Mu,30.08.2026 19:40,nicht erfüllt,Mitarbeiter C,D45,BA-1002,"54,19","-0,7","3,69","-0,81","-0,7","-0,31","1,11"
,100018,Artikel Sigma,30.08.2026 21:34,erfüllt,Mitarbeiter C,D45,BA-1001,"55,76","0,21","4,27","0,76","0,21","0,27","0,83"
,100005,Artikel Epsilon,01.09.2026 06:47,erfüllt,Mitarbeiter A,D45,BA-1003,"55,44","-0,19","4,08","0,44","-0,19","0,08","0,49"
,100021,Artikel Phi,01.09.2026 10:31,erfüllt,Mitarbeiter B,D45,BA-1003,"54,09","0,12","3,89","-0,91","0,12","-0,11","0,92"
,100020,Artikel Upsilon,01.09.2026 20:19,nicht erfüllt,Mitarbeiter D,D45,BA-1004,"54,1","0,33","4,48","-0,9","0,33","0,48","1,07"
,100003,Artikel Gamma,02.09.2026 01:42,erfüllt,Mitarbeiter D,D45,BA-1001,"54,18","-0,25","3,79","-0,82","-0,25","-0,21","0,88"
,100025,Artikel Nova,02.09.2026 07:07,erfüllt,Mitarbeiter B,D45,BA-1004,"54,55","-0,01","3,69","-0,45","-0,01","-0,31","0,55"
,100020,Artikel Upsilon,02.09.2026 08:13,erfüllt,Mitarbeiter A,D45,BA-1003,"55,69","-0,2","3,7","0,69","-0,2","-0,3","0,78"
,100006,Artikel Zeta,02.09.2026 08:23,nicht erfüllt,Mitarbeiter A,D45,BA-1002,"56,71","0,21","3,66","1,71","0,21","-0,34","1,76"
,100024,Artikel Omega,02.09.2026 14:46,nicht erfüllt,Mitarbeiter B,D45,BA-1003,"52,77","-0,28","3,73","-2,23","-0,28","-0,27","2,26"
,100017,Artikel Rho,02.09.2026 15:38,erfüllt,Mitarbeiter A,D45,BA-1002,"55,39","-0,26","4,27","0,39","-0,26","0,27","0,54"
,100025,Artikel Nova,04.09.2026 01:03,nicht erfüllt,Mitarbeiter D,D45,BA-1001,"55,36","0,68","4,32","0,36","0,68","0,32","0,83"
,100002,Artikel Beta,04.09.2026 12:32,nicht erfüllt,Mitarbeiter D,D45,BA-1003,"54,24","-0,09","4,77","-0,76","-0,09","0,77","1,09"
,100023,Artikel Psi,04.09.2026 16:22,erfüllt,Mitarbeiter A,D45,BA-1002,"55,16","-0,13","4,3","0,16","-0,13","0,3","0,36"
,100020,Artikel Upsilon,04.09.2026 20:48,nicht erfüllt,Mitarbeiter A,D45,BA-1001,"56,27","-0,71","4,03","1,27","-0,71","0,03","1,46"
,100014,Artikel Xi,05.09.2026 20:24,erfüllt,Mitarbeiter C,D45,BA-1004,"55,15","-0,25","4,16","0,15","-0,25","0,16","0,33"
,100010,Artikel Kappa,06.09.2026 12:37,erfüllt,Mitarbeiter D,D45,BA-1004,"55,7","0,03","4,13","0,7","0,03","0,13","0,71"
,100018,Artikel Sigma,06.09.2026 19:59,erfüllt,Mitarbeiter D,D45,BA-1004,"55,34","0,13","3,72","0,34","0,13","-0,28","0,46"
,100022,Artikel Chi,06.09.2026 22:44,erfüllt,Mitarbeiter A,D45,BA-1004,"56,02","0,08","4,19","1,02","0,08","0,19","1,04"
,100003,Artikel Gamma,07.09.2026 07:47,erfüllt,Mitarbeiter D,D45,BA-1003,"54,03","-0,19","3,98","-0,97","-0,19","-0,02","0,99"
,100001,Artikel Alpha,07.09.2026 12:28,nicht erfüllt,Mitarbeiter D,D45,BA-1001,"55,18","0,33","4,78","0,18","0,33","0,78","0,87"
,100024,Artikel Omega,07.09.2026 14:16,erfüllt,Mitarbeiter A,D45,BA-1002,"53,87","-0,05","4,22","-1,13","-0,05","0,22","1,15"
,100016,Artikel Pi,09.09.2026 13:19,erfüllt,Mitarbeiter B,D45,BA-1004,"56,21","0,05","4,24","1,21","0,05","0,24","1,23"
,100014,Artikel Xi,09.09.2026 15:36,erfüllt,Mitarbeiter D,D45,BA-1003,"56,13","-0,33","4,05","1,13","-0,33","0,05","1,18"
,100008,Artikel Theta,10.09.2026 06:03,erfüllt,Mitarbeiter B,D45,BA-1001,"55,16","-0,11","3,92","0,16","-0,11","-0,08","0,21"
,100016,Artikel Pi,10.09.2026 07:18,erfüllt,Mitarbeiter C,D45,BA-1003,"55,95","0,06","4,19","0,95","0,06","0,19","0,97"
,100002,Artikel Beta,10.09.2026 17:01,erfüllt,Mitarbeiter C,D45,BA-1001,"55,09","0,08","3,75","0,09","0,08","-0,25","0,28"
,100007,Artikel Eta,10.09.2026 17:40,erfüllt,Mitarbeiter D,D45,BA-1002,"54,92","-0,29","3,87","-0,08","-0,29","-0,13","0,33"
,100020,Artikel Upsilon,10.09.2026 22:05,erfüllt,Mitarbeiter A,D45,BA-1001,"55,38","0,08","4,04","0,38","0,08","0,04","0,39"
,100017,Artikel Rho,11.09.2026 12:33,erfüllt,Mitarbeiter B,D45,BA-1004,"56,1","-0,21","4,14","1,1","-0,21","0,14","1,13"
,100024,Artikel Omega,11.09.2026 19:09,erfüllt,Mitarbeiter B,D45,BA-1002,"54,64","0,08","4,02","-0,36","0,08","0,02","0,37"
